dataset_name,classifier,grid_search_number,param_grid,best_params,best_cv_score,test_accuracy,energy_consumed,elapsed_time
RT-IoT2022,MLPClassifier,1,"{'hidden_layer_sizes': [(100,), (50, 50)]}","{'hidden_layer_sizes': (100,)}",0.947457888804949,0.9714506172839507,0.0005781947042285803,82.67686581611633
RT-IoT2022,MLPClassifier,2,"{'hidden_layer_sizes': [(100,), (50, 50), (100, 100), (200, 200)]}","{'hidden_layer_sizes': (100,)}",0.947457888804949,0.9714506172839507,0.002232470723302266,234.2406508922577
RT-IoT2022,MLPClassifier,3,"{'hidden_layer_sizes': [(100,), (50, 50), (100, 100), (200, 200), (300, 300)]}","{'hidden_layer_sizes': (100,)}",0.947457888804949,0.9714506172839507,0.0049613399257878955,386.93566823005676
RT-IoT2022,MLPClassifier,4,"{'hidden_layer_sizes': [(100,), (50, 50), (100, 100), (200, 200), (300, 300)], 'alpha': [0.0001, 0.001], 'activation': ['relu', 'tanh', 'logistic']}","{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,)}",0.947457888804949,0.9714506172839507,0.015982742953036998,1560.140540599823
