dataset_name,classifier,grid_search_number,param_grid,best_params,best_cv_score,test_accuracy,energy_consumed,elapsed_time
CDCHealthIndicator,DecisionTreeClassifier,1,"{'max_depth': range(1, 31, 12)}",{'max_depth': 1},0.8603112189419587,0.8620900346893724,9.65230083915337e-06,1.8109266757965088
CDCHealthIndicator,DecisionTreeClassifier,2,"{'max_depth': range(1, 31, 6), 'min_samples_split': range(2, 17, 4)}","{'max_depth': 7, 'min_samples_split': 2}",0.8641447887212719,0.8662093976663513,6.756090447888457e-05,10.729283094406128
CDCHealthIndicator,DecisionTreeClassifier,3,"{'max_depth': range(1, 31, 3), 'min_samples_split': range(2, 17, 2)}","{'max_depth': 7, 'min_samples_split': 2}",0.864149716164668,0.8662093976663513,0.0002913582059252403,41.49554133415222
CDCHealthIndicator,DecisionTreeClassifier,4,"{'max_depth': range(1, 31, 3), 'min_samples_split': range(2, 17, 2), 'min_samples_leaf': range(1, 17, 2)}","{'max_depth': 7, 'min_samples_leaf': 15, 'min_samples_split': 2}",0.8641940623054214,0.8662291075370545,0.0020475419251149997,324.2461528778076
