timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-03T16:29:53,covtype_DecisionTreeClassifier,f2809ea0-dae7-42cd-848a-9c3cba438b7d,686.166750907898,0.0057148002483405,8.328588117653622e-06,22.5,28.40158773164094,11.942746639251707,0.0042879172220826,0.005446526857218,0.0022699902104684,0.0120044342897691,United States,USA,texas,,,Windows-10-10.0.22631-SP0,3.10.4,2.3.4,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce GTX 1660 Ti,-97.764,30.2881,31.84732437133789,machine,N,1.0
2024-04-03T17:15:53,covtype_DecisionTreeClassifier,f2809ea0-dae7-42cd-848a-9c3cba438b7d,3446.1605353355408,0.0273864529093777,7.946946356261716e-06,22.5,24.935511045375,11.942746639251707,0.0215378722339868,0.0245636952064959,0.0114260555899016,0.0575276230303844,United States,USA,texas,,,Windows-10-10.0.22631-SP0,3.10.4,2.3.4,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce GTX 1660 Ti,-97.764,30.2881,31.84732437133789,machine,N,1.0
2024-04-03T20:40:27,covtype_DecisionTreeClassifier,f2809ea0-dae7-42cd-848a-9c3cba438b7d,15720.504619836807,0.1093161241006153,6.953728696639649e-06,22.5,16.03339355686701,11.942746639251707,0.0982525169461965,0.0792301881063219,0.0521453084478914,0.22962801350041,United States,USA,texas,,,Windows-10-10.0.22631-SP0,3.10.4,2.3.4,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce GTX 1660 Ti,-97.764,30.2881,31.84732437133789,machine,N,1.0
